Class ID,Preferred Label,Parents
http://entity/CST/BRAIN%20SYND%20ACUTE,ACUTE BRAIN SYNDROME,http://entity/CST/NERCOGN|http://entity/CST/NERBRAIN|http://entity/CST/NERPSYCH
http://entity/STY/T103,Chemical,http://entity/STY/T167
http://entity/CST/URIN%20CASTS,URINARY CASTS,http://entity/CST/UG/UT/URN|http://entity/CST/RENALNOS
http://entity/CST/DELIRIUM,DELIRIUM,http://entity/CST/NERPSYCH|http://entity/CST/NERPSYCHNOS
http://entity/CST/NECRO%20SKIN,SKIN NECROSIS,http://entity/CST/SKIN/DERM/UN|http://entity/CST/SKINGENSER
http://entity/CST/CLOT%20RETRACT%20ACCEL,CLOT RETRACTION ACCELERATION,http://entity/CST/HEMCLOTINC|http://entity/CST/HAL/COAG/CR
http://entity/CST/ACRODYNIA,ACRODYNIA,http://entity/CST/BODY/MULT|http://entity/CST/GENEXTREM
http://entity/CST/PAP%20SMEAR%20SUSP,PAPANICOLAU SMEAR SUSPICIOUS,http://entity/CST/GYNCERV
http://entity/CST/RETINAL%20DETACH,RETINAL DETACHMENT,http://entity/CST/OPHRET
http://entity/STY/T026,Cell Component,http://entity/STY/T021
http://entity/CST/BODY/MULT,Multiple Organ Syndromes NEC,http://entity/CST/BODY
http://entity/CST/BRAIN%20STEM%20DIS,BRAIN STEM DISORDER,http://entity/CST/NERGEN
http://entity/CST/CV/VASC/ART,Arterial and Arteriolar Disorders,http://entity/CST/CV/VASC
http://entity/CST/PAPILLEDEMA,PAPILLEDEMA,http://entity/CST/NER/PNS/CN
http://entity/CST/APNEA,APNEA,http://entity/CST/PATHFETDEATH|http://entity/CST/RES/GEN|http://entity/CST/GENSIGNS|http://entity/CST/PULMGEN
http://entity/CST/GYNSEX,SEX DYSFUNCTION,http://entity/CST/GYN
http://entity/CST/HYPALGESIA,HYPALGESIA,http://entity/CST/GENSYMPTOMS|http://entity/CST/NER/GEN
http://entity/CST/GAIT%20ABNORM,ABNORMAL GAIT,http://entity/CST/NERMOVE|http://entity/CST/NER/GEN
http://entity/CST/ANEMIA,ANEMIA,http://entity/CST/HEMRBCDEC|http://entity/CST/HAL/RBC/DEC
http://entity/CST/SS/SML,Smell Disorders (Olfactory Sense),http://entity/CST/SS
http://entity/CST/MAN/ION/CU,Copper Disorders,http://entity/CST/MAN/ION
http://entity/STY/T002,Plant,http://entity/STY/T204
http://entity/CST/MENOPAUSE,MENOPAUSE,http://entity/CST/UG/FG/MNPS|http://entity/CST/ENDOOVARIAN|http://entity/CST/GYNUTER
http://entity/STY/T077,Conceptual Entity,http://entity/STY/T071
http://entity/CST/IOD%20ISOTOPE%20UPT%20INC,IODINE ISOTOPE UPTAKE INCREASED,http://entity/CST/MAN/ION/I|http://entity/CST/ENDOTHYR
http://entity/STY/T067,Phenomenon or Process,http://entity/STY/T051
http://entity/CST/DYSPHAGIA,DYSPHAGIA,http://entity/CST/DIG/OROP
http://entity/CST/ANEMIA%20HEMOL%20DCP,HEMOLYTIC ANEMIA DIRECT COOMBS POSITIVE,http://entity/CST/HEMOLYSIS|http://entity/CST/HEMRBCDEC|http://entity/CST/HAL/RBC/DEC
http://entity/STY/T005,Virus,http://entity/STY/T001
http://entity/CST/INFECT%20PARA,INFECTION PARASITIC,http://entity/CST/BODY/GEN|http://entity/CST/PATHINFECT
http://entity/CST/THROMBOCYTOPENIA,THROMBOCYTOPENIA,http://entity/CST/HAL/PLAT/DEC|http://entity/CST/PATHDIC|http://entity/CST/HEMCLOTDEC|http://entity/CST/HEMPLATDEC
http://entity/CST/RENALFUNC,DECREASED RENAL FUNCTION,http://entity/CST/RENAL
http://entity/CST/POLYNEURITIS,POLYNEURITIS,http://entity/CST/NER/PNS|http://entity/CST/NERMOTOR
http://entity/CST/IMPACT%20FECAL,FECAL IMPACTION,http://entity/CST/GIRECTAL
http://entity/CST/GENEAR,EAR DISORDERS,http://entity/CST/GEN
http://entity/CST/MS,Musculo-skeletal System,http://www.w3.org/2002/07/owl#Thing
http://entity/CST/REFRACT%20DIS,REFRACTION DISORDER,http://entity/CST/OPHVIS|http://entity/CST/SS/EYE/VIS
http://entity/STY/T013,Fish,http://entity/STY/T010
http://entity/CST/GUSTRUCT,STRUCTURAL URINARY TRACT,http://entity/CST/GU
http://entity/CST/ELECTROLYTE%20ABNORM,ELECTROLYTE ABNORMALITY,http://entity/CST/METGEN|http://entity/CST/MAN/ION
http://entity/CST/LIVER%20FATTY,LIVER FATTY DEPOSIT,http://entity/CST/MAN/LIP|http://entity/CST/GIHEPCHRONIC
http://entity/CST/PARALYSIS%20EXTRAOCUL,EXTRAOCULAR PALSY,http://entity/CST/NERCRAN|http://entity/CST/NER/PNS/CN|http://entity/CST/SS/EYE/APP|http://entity/CST/MS/MUS
http://entity/CST/JOINT%20DIS,JOINT DISORDER,http://entity/CST/GENBONE|http://entity/CST/MS/JNT
http://entity/CST/RETICNOS,RETICULOENDTHELIAL DISORDERS: NONSPECIFIC,http://entity/CST/RETIC
http://entity/CST/SEX%20MAT%20ACCEL,ACCELERATED SEXUAL MATURITY,http://entity/CST/UG/GEN|http://entity/CST/MATFETDEV|http://entity/CST/ENDO/GEN
http://entity/CST/LACRIMATION%20DIS,LACRIMATION DISORDER,http://entity/CST/SS/EYE/GEN|http://entity/CST/OPHLOCAL
http://entity/STY/T123,Biologically Active Substance,http://entity/STY/T120
http://entity/CST/ILEUS,ILEUS,http://entity/CST/ANSPSYM/L|http://entity/CST/NER/ANS/PSYM/L|http://entity/CST/GIBOWEL
http://entity/CST/PROCTITIS%20ULCER,ULCERATIVE PROCTITIS,http://entity/CST/GIRECTAL
http://entity/CST/STEVENS%20JOHNSON%20SYND,STEVENS JOHNSON SYNDROME,http://entity/CST/SKINGENSER|http://entity/CST/SKIN/DERM/ERY|http://entity/CST/PATHHYSN
http://entity/CST/ULCER%20STOMACH%20HEM,STOMACH ULCER HEMORRHAGE,http://entity/CST/HEMHMRG|http://entity/CST/GIGASTDUO
http://entity/CST/EXTRASYSTOLES,EXTRASYSTOLES,http://entity/CST/CV/CARD/ARR|http://entity/CST/CVHTRHYTHM
http://entity/CST/PLASMACYTO,PLASMACYTOSIS,http://entity/CST/RETICNOS|http://entity/CST/HAL/WBC/INC/M
http://entity/CST/VITREOUS%20DIS,VITREOUS DISORDER,http://entity/CST/OPHVIS
http://entity/CST/CLOT%20RETRACT%20RETARD,CLOT RETRACTION RETARDED,http://entity/CST/HEMCLOTDEC|http://entity/CST/HAL/COAG/CR
http://entity/STY/T203,Drug Delivery Device,http://entity/STY/T074
http://entity/CST/TORTICOLLIS,TORTICOLLIS,http://entity/CST/NERMOVE
http://entity/CST/CHOLINERG%20SYND,CHOLINERGIC SYNDROME,http://entity/CST/BODY/MULT|http://entity/CST/ANSPSYM/M|http://entity/CST/NER/ANS/PSYM/M
http://entity/CST/NERGEN,CNS GENERAL,http://entity/CST/NER
http://entity/CST/UG/UT/URN,urine abnormalities,http://entity/CST/UG/UT
http://entity/CST/OSTEOMALACIA,OSTEOMALACIA,http://entity/CST/METCA/PHOS|http://entity/CST/GENBONE|http://entity/CST/MS/BON/GEN
http://entity/CST/RASH%20MAC%20PAP,MACULOPAPULAR RASH,http://entity/CST/SKINRASH|http://entity/CST/SKIN/DERM/ERY|http://entity/CST/PATHHYSN
http://entity/CST/IOS,Drug Exposure to Infant one month to six months,
http://entity/CST/STENO%20ESOPH,ESOPHAGEAL STENOSIS,
http://entity/CST/GANGRENE%20PERIPH,PERIPHERAL GANGRENE,http://entity/CST/CV/VASC/ART
http://entity/CST/SKIN/SUBQ,Subcutaneous Disorders,
http://entity/CST/BODY/GEN,"Disorders, General, Functional and NEC",http://entity/CST/BODY
http://entity/CST/MAN/PRO,Protein Disorders NEC,http://entity/CST/MAN
http://entity/CST/SKIN/HAIR,Hair Disorders,
http://entity/CST/MONOCYTOSIS,MONOCYTOSIS,http://entity/CST/HEMWBCABN|http://entity/CST/HAL/WBC/INC/M
http://entity/CST/NECRO%20BONE,BONE NECROSIS,http://entity/CST/GENBONE|http://entity/CST/MS/BON/GEN
http://entity/CST/HIV%20SYND,AIDS,http://entity/CST/BODY/GEN|http://entity/CST/PATHINFECT
http://entity/CST/RBC%20ABNORM,ERYTHROCYTES ABNORMAL,http://entity/CST/HAL/RBC/GEN|http://entity/CST/HEMRBCABN
http://entity/CST/ALKALOSIS,ALKALOSIS,http://entity/CST/METALKALOSIS|http://entity/CST/MAN/ION/H
http://entity/CST/HEM%20INTRACRAN,INTRACRANIAL HEMORRHAGE,http://entity/CST/HEMHMRG|http://entity/CST/NER/GEN|http://entity/CST/NERSTROKE|http://entity/CST/CV/VASC/GEN
http://entity/STY/T088,Carbohydrate Sequence,http://entity/STY/T085
http://entity/CST/NEOPL%20GI,GI NEOPLASIA,http://entity/CST/DIG/GEN|http://entity/CST/GIGASTDUO|http://entity/CST/PATHMALIGN
http://entity/CST/HALLUCIN,HALLUCINATIONS,http://entity/CST/NERPSYCH
http://entity/CST/BODY/THOR,Thorax,http://entity/CST/BODY
http://entity/CST/SS/EYE/GEN,"Eye Disorders, General and NEC",http://entity/CST/SS/EYE
http://entity/CST/EMB%20CEREBR,CEREBRAL EMBOLISM,http://entity/CST/CV/VASC/ART|http://entity/CST/NERSTROKE|http://entity/CST/PATHTROMBART
http://entity/CST/DIG,Digestive System,http://www.w3.org/2002/07/owl#Thing
http://entity/STY/T016,Human,http://entity/STY/T015
http://entity/CST/CV/GEN,"Cardiovascular System Disorders, General and NEC",http://entity/CST/CV
http://entity/CST/ADDISON%20CRISIS,ADDISONIAN CRISIS,http://entity/CST/ENDOADREN|http://entity/CST/ENDO/ADR/COR
http://entity/CST/BONE%20FRACT%20SPONTAN,PATHOLOGICAL FRACTURE,http://entity/CST/GENBONE|http://entity/CST/MS/BON/GEN
http://entity/CST/RASH%20PURPUR,PURPURIC RASH,http://entity/CST/HEMHMRG|http://entity/CST/SKINRASH|http://entity/CST/SKIN/DERM/ERY
http://entity/CST/KETOSIS,KETOSIS,http://entity/CST/MAN/LIP|http://entity/CST/ENDODIABETES|http://entity/CST/MAN/ION/H
http://entity/CST/EXOPHTHALMOS,EXOPHTHALMOS,http://entity/CST/SS/EYE/GEN|http://entity/CST/OPHLOCAL|http://entity/CST/ENDOTHYR
http://entity/CST/CRYSTALLURIA%20URIC,URATE CRYSTALLURIA,http://entity/CST/UG/UT/URN|http://entity/CST/MAN/PUR|http://entity/CST/RENALCALC|http://entity/CST/METGOUT
http://entity/STY/T126,Enzyme,http://entity/STY/T123
http://entity/CST/PAIN%20BONE,BONE PAIN,http://entity/CST/GENBONE|http://entity/CST/MS/BON/GEN
http://entity/CST/MEGAKARYO%20DEC,MEGAKARYOCYTES DECREASED,http://entity/CST/HAL/PLAT/DEC|http://entity/CST/HEMPLATDEC
http://entity/CST/THROM%20CAROTID,CAROTID THROMBOSIS,http://entity/CST/CV/VASC/ART|http://entity/CST/NERSTROKE|http://entity/CST/PATHTROMBART
http://entity/CST/EFFUS%20PLEURAL,PLEURAL EFFUSION,http://entity/CST/PULMGEN|http://entity/CST/CVHTMUSCLE|http://entity/CST/PULMPLEURAL|http://entity/CST/RES/PLRA
http://entity/CST/GLOMERULITIS,GLOMERULITIS,http://entity/CST/UG/UT/K/M|http://entity/CST/RENALGLOM
http://entity/CST/GUGENMALE,MALE GENITAL ABNORMALITIES,http://entity/CST/GU
http://entity/CST/ANOMALY%20HEART,HEART MALFORMATION,http://entity/CST/MATFETBIRTH|http://entity/CST/CV/CARD/GEN
http://entity/CST/NECRO%20KIDNEY%20CORTEX,KIDNEY CORTEX NECROSIS,http://entity/CST/UG/UT/K/M|http://entity/CST/RENALNOS
http://entity/CST/THROM%20CEREBR%20ART,CEREBRAL ARTERIAL THROMBOSIS,http://entity/CST/CV/VASC/ART|http://entity/CST/NERSTROKE|http://entity/CST/PATHTROMBART
http://entity/CST/ULCER%20DUODEN%20HEM,DUODENAL ULCER HEMORRHAGE,http://entity/CST/HEMHMRG|http://entity/CST/GIGASTDUO|http://entity/CST/DIG/DUO
http://entity/CST/BODY/LE,Lower Extremity,http://entity/CST/BODY
http://entity/CST/UG/UT/K,Kidney Disorders,http://entity/CST/UG/UT
http://entity/CST/NEOPL%20BONE,BONE NEOPLASM,http://entity/CST/GENBONE|http://entity/CST/PATHMALIGN|http://entity/CST/MS/BON/GEN
http://entity/CST/NERCRAN,CRANIA NERVE ABNORMALITIES,http://entity/CST/NER
http://entity/CST/MATFETNEWBORN,NEWBORN DISTRESS,http://entity/CST/MATFET
http://entity/CST/PULMSTRUCTURAL,STRUCTURAL DYSFUNCTION,http://entity/CST/PULM
http://entity/CST/AKINESIA,AKINESIA,http://entity/CST/NERMOVE
http://entity/CST/ANSSYM/M,SYMPATHOMIMETIC,http://entity/CST/ANS
http://entity/CST/PATHFETDEATH,PRE-FETAL/DEATH,http://entity/CST/PATH
http://entity/CST/COLLAGEN%20DIS,COLLAGEN DISORDER,http://entity/CST/BODY/MULT|http://entity/CST/PATHCOLLAGEN
http://entity/CST/INFECT%20BACT,INFECTION BACTERIAL,http://entity/CST/BODY/GEN|http://entity/CST/PATHINFECT
http://entity/CST/SPERM%20ARREST,SPERMATOGENESIS ARREST,http://entity/CST/ENDOTEST|http://entity/CST/UG/MG/TEST
http://entity/CST/HEMRBCDIS,HEMOGLOBIN DISORDER,http://entity/CST/HEM
http://entity/CST/MATFETBIRTH,BIRTH DEFECTS,http://entity/CST/MATFET
http://entity/CST/MONILIA%20GI,GASTROINTESTINAL MONILIASIS,http://entity/CST/DIG/EC|http://entity/CST/PATHINFECT
http://entity/CST/HEM%20EYE,EYE HEMORRHAGE,http://entity/CST/SS/EYE/GEN|http://entity/CST/HEMHMRG|http://entity/CST/OPHLOCAL
http://entity/CST/GOUT,GOUT,http://entity/CST/MAN/PUR|http://entity/CST/METGOUT
http://entity/CST/INCONTIN%20FECAL,FECAL INCONTINENCE,http://entity/CST/GIRECTAL
http://entity/CST/AG%20RATIO%20ABNORM,AG RATIO ABNORMAL,http://entity/CST/MAN/PRO|http://entity/CST/GIHEPATOCELL
http://entity/CST/NER/PNS,Peripheral Nervous System,http://entity/CST/NER
http://entity/CST/NER/PNS/CN,Cranial Nerve Disorders,http://entity/CST/NER/PNS
http://entity/CST/PUPIL%20DIS,PUPILLARY DISORDER,http://entity/CST/OPHUVEA
http://entity/CST/FIBRINOGEN%20DEC,FIBRINOGEN DECREASED,http://entity/CST/PATHDIC|http://entity/CST/HEMCLOTDEC|http://entity/CST/HAL/COAG/CF
http://entity/CST/PREGN%20UNINTEND,UNINTENDED PREGNANCY,http://entity/CST/GYNFERTIL|http://entity/CST/UG/FG/PREG
http://entity/CST/MYELOFIBROSIS,MYELOFIBROSIS,http://entity/CST/HEMMARDEPRESS|http://entity/CST/HAL/MAR/DEC
http://entity/CST/UG/UT/B/M,bladder morphologic,http://entity/CST/UG/UT/B
http://entity/CST/GENCHEST,CHEST DISORDERS,http://entity/CST/GEN
http://entity/CST/HAL/PLAT/DEC,platelets decreased,http://entity/CST/HAL/PLAT
http://entity/CST/URIN%20FREQUENCY,URINARY FREQUENCY,http://entity/CST/UG/UT/B/F|http://entity/CST/RENALNOS|http://entity/CST/GYNVAG|http://entity/CST/GUBLADDER
http://entity/STY/T046,Pathologic Function,http://entity/STY/T038
http://entity/CST/MAN/ENZ,Enzyme Disorders NEC,http://entity/CST/MAN
http://entity/CST/HYPERVOLEM,HYPERVOLEMIA,http://entity/CST/GENSIGNS|http://entity/CST/MAN/WB|http://entity/CST/PATHVOLDIS|http://entity/CST/HAL/GEN
http://entity/CST/METACIDOSIS,ACIDOSIS,http://entity/CST/MET
http://entity/CST/HEMWBCABN,WBC ABNORMALITY,http://entity/CST/HEM
http://entity/CST/FIBRO%20MYOCARD,MYOCARDIAL FIBROSIS,http://entity/CST/CVHTMYO|http://entity/CST/PATHFIBROSIS|http://entity/CST/CV/CARD/MYO
http://entity/CST/ULCER%20DUODEN%20PER,DUODENAL ULCER PERFORATION,http://entity/CST/GIGASTDUO|http://entity/CST/DIG/DUO
http://entity/CST/METGEN,METABOLIC DISORDERS: GENERAL,http://entity/CST/MET
http://entity/CST/AV%20BLOCK%20FD,AV BLOCK FIRST DEGREE,http://entity/CST/CV/CARD/COND|http://entity/CST/CVHTRHYTHM
http://entity/CST/BRONCHIECTASIS,BRONCHIECTASIS,http://entity/CST/RES/BRON|http://entity/CST/PULMAIRWAY|http://entity/CST/PULMINFECT
http://entity/CST/HEMHMRG,HEMORRHAGE,http://entity/CST/HEM
http://entity/CST/TINNITUS,TINNITUS,http://entity/CST/GENEAR|http://entity/CST/SS/EAR/HER
http://entity/CST/MONOPLEGIA,MONOPLEGIA,http://entity/CST/NERGEN|http://entity/CST/NER/GEN
http://entity/CST/OPISTHOTONOS,OPISTHOTONOS,http://entity/CST/NERBRAIN
http://entity/CST/SEPSIS,SEPSIS,http://entity/CST/BODY/GEN|http://entity/CST/PATHINFECT
http://entity/CST/UTER%20RUPT,RUPTURED UTERUS,http://entity/CST/MATFETDEL
http://entity/CST/LIPODYSTROPHY,LIPODYSTROPHY,http://entity/CST/MAN/LIP|http://entity/CST/METLIPID
http://entity/CST/GUILLAIN%20BARRE%20SYND,GUILLAIN BARRE SYNDROME,http://entity/CST/NER/PNS|http://entity/CST/NERMOTOR
http://entity/CST/NERDEPRESS,DEPRESSION,http://entity/CST/NER
http://entity/CST/COUGH%20DEC,COUGH DECREASED,http://entity/CST/RES/GEN|http://entity/CST/PULMAIRWAY|http://entity/CST/PULMGEN
http://entity/CST/FBC,Drug Exposure to Father before conception,
http://entity/CST/RES/GEN,"Respiratory System Disorders, General, Functional and NEC",http://entity/CST/RES
http://entity/CST/EOSINOPHILIA,EOSINOPHILIA,http://entity/CST/HAL/WBC/INC/G|http://entity/CST/PATHHYSN
http://entity/CST/STENO%20AORTIC,AORTIC STENOSIS,http://entity/CST/CV/CARD/END|http://entity/CST/CVHTMUSCLE
http://entity/CST/LENS%20PIGMENT,PIGMENT DEPOSITS LENS,http://entity/CST/PATHDRUG|http://entity/CST/OPHLENSE
http://entity/CST/POLYCYTHEMIA,POLYCYTHEMIA,http://entity/CST/HAL/MAR/INC|http://entity/CST/HEMRBCINC|http://entity/CST/HAL/RBC/INC
http://entity/CST/CV/CARD/END,Endocardial Disorders,http://entity/CST/CV/CARD
http://entity/CST/FANCONI%20SYND,FANCONI-LIKE SYNDROME,http://entity/CST/RENALTUBULE|http://entity/CST/UG/UT/K/F
http://entity/CST/ABDO%20SYND%20ACUTE,ABDOMINAL SYNDROME ACUTE,http://entity/CST/GIGEN|http://entity/CST/BODY/ABDO
http://entity/CST/LARYNGITIS,LARYNGITIS,http://entity/CST/PULMGEN
http://entity/CST/CHOROIDITIS,CHOROIDITIS,http://entity/CST/OPHUVEA
http://entity/CST/METK,POTASSIUM ABNORMALITY,http://entity/CST/MET
http://entity/CST/MELANOSIS,MELANOSIS,http://entity/CST/SKIN/PIG|http://entity/CST/SKINPIGMENT
http://entity/CST/NER,Nervous System,http://www.w3.org/2002/07/owl#Thing
http://entity/CST/VASOSPASM,VASOSPASM,http://entity/CST/ANSSYM/M|http://entity/CST/NER/ANS/SYM/M|http://entity/CST/CV/VASC/GEN
http://entity/CST/SS/EAR,Ear Disorders,http://entity/CST/SS
http://entity/CST/PREGN%20DIS,PREGNANCY DISORDER,http://entity/CST/MATFETGEST|http://entity/CST/UG/FG/PREG
http://entity/CST/TETRAL%20FALLOT,TETRALOGY OF FALLOT,http://entity/CST/MATFETBIRTH|http://entity/CST/CV/CARD/GEN
http://entity/CST/QUADRIPLEGIA,QUADRIPLEGIA,http://entity/CST/NERGEN|http://entity/CST/NER/CNS
http://entity/STY/T116,"Amino Acid, Peptide, or Protein",http://entity/STY/T109
http://entity/CST/THROMBOPLASTIN%20DEC,THROMBOPLASTIN DECREASED,http://entity/CST/HEMCLOTDEC|http://entity/CST/HAL/COAG/CF
http://entity/CST/IMMUNE%20SYSTEM%20DIS,IMMUNE SYSTEM DISORDER,http://entity/CST/BODY/GEN|http://entity/CST/PATHHYSN
http://entity/CST/ARTERITIS%20THROM,THROMBOTIC ARTERITIS,http://entity/CST/CV/VASC/ART|http://entity/CST/PATHCOLLAGEN
http://entity/CST/THROMBOPLASTIN%20INC,THROMBOPLASTIN INCREASED,http://entity/CST/HEMCLOTINC|http://entity/CST/HAL/COAG/CF
http://entity/CST/RES/BRON,Bronchus and Bronchiole,http://entity/CST/RES
http://entity/CST/EMB%20ARM,EMBOLUS UPPER EXTREMITY,http://entity/CST/CV/VASC/ART|http://entity/CST/BODY/UE|http://entity/CST/PATHTROMBART
http://entity/CST/THROM%20PULM%20ART,PULMONARY ARTERY THROMBOSIS,http://entity/CST/CV/VASC/ART|http://entity/CST/RES/GEN|http://entity/CST/PULMVASC
http://entity/CST/HAL/WBC/DEC/G,granulocytes decreased,http://entity/CST/HAL/WBC/DEC
http://entity/STY/T098,Population Group,http://entity/STY/T096
http://entity/CST/ANEMIA%20FOLIC%20DEFIC,FOLATE DEFICIENCY ANEMIA,http://entity/CST/HEMRBCDEC|http://entity/CST/HAL/RBC/DEC|http://entity/CST/GIBOWEL|http://entity/CST/MAN/VIT
http://entity/CST/ULCER%20CONJUNCT,CONJUNCTIVAL ULCER,http://entity/CST/OPHLOCAL
http://entity/CST/HYPOMENORRHEA,HYPOMENORRHEA,http://entity/CST/UG/FG/MENS|http://entity/CST/GYNUTER
http://entity/CST/PROLACTIN%20INC,PROLACTIN INCREASED,http://entity/CST/ENDOPIT
http://entity/CST/GENSIGNS,SIGNS,http://entity/CST/GEN
http://entity/CST/UTER%20DIS,UTERINE DISORDER,http://entity/CST/GYNUTER
http://entity/CST/KIDNEY%20FAIL,KIDNEY FAILURE,http://entity/CST/RENALFUNC|http://entity/CST/UG/UT/K/F
http://entity/CST/PULMAIRWAY,AIRWAYS DISEASE,http://entity/CST/PULM
http://entity/CST/ANEURYSM%20INTRACRAN,INTRACRANIAL ANEURYSM,http://entity/CST/CV/VASC/ART
http://entity/STY/T017,Anatomical Structure,http://entity/STY/T072
http://entity/CST/DIC,DISSEMINATED INTRAVASCULAR COAGULATION,http://entity/CST/PATHCOLLAGEN|http://entity/CST/HAL/COAG/GEN|http://entity/CST/HEMCLOTDEC
http://entity/CST/RE%20HYPERPLASIA,RETICULOENDOTHELIAL HYPERPLASIA,http://entity/CST/RETICNOS|http://entity/CST/HAL/RE
http://entity/CST/HYPOTENS,HYPOTENSION,http://entity/CST/CVSHOCK|http://entity/CST/CVHYPOT|http://entity/CST/CV/VASC/BP
http://entity/CST/STOMACH%20DILAT,DILATION OF STOMACH,http://entity/CST/NER/ANS/PSYM/L|http://entity/CST/GIGASTDUO
http://entity/CST/MAN,Metabolic and Nutritional Disorders,http://www.w3.org/2002/07/owl#Thing
http://entity/CST/MYOCARDITIS,MYOCARDITIS,http://entity/CST/CVHTMYO|http://entity/CST/CV/CARD/MYO
